"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1WVJC0001","2009-05-06","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   25",",,N",,
"US1WVJC0001","2009-05-07","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","  165",",,N",,
"US1WVJC0001","2009-05-08","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","    0",",,N","    0",",,N"
"US1WVJC0001","2009-05-09","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","  127",",,N",,
"US1WVJC0001","2009-05-10","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   30",",,N",,
"US1WVJC0001","2009-05-11","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","    0",",,N","    0",",,N"
"US1WVJC0001","2009-05-12","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   10",",,N",,
"US1WVJC0001","2009-05-13","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","    0",",,N","    0",",,N"
"US1WVJC0001","2009-05-14","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   69",",,N",,
"US1WVJC0001","2009-05-16","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","    0",",,N","    0",",,N"
"US1WVJC0001","2009-05-17","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","  203",",,N",,
"US1WVJC0001","2009-05-18","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","    0",",,N","    0",",,N"
"US1WVJC0001","2009-05-26","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   76",",,N",,
"US1WVJC0001","2009-05-27","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   38",",,N",,
"US1WVJC0001","2009-05-28","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","   79",",,N",,
"US1WVJC0001","2009-05-29","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","  351",",,N",,
"US1WVJC0001","2009-05-30","38.8083","-81.7345","298.4","RIPLEY 1.6 WSW, WV US","    5",",,N",,
