"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES"
"US1WVCB0006","2010-03-22","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   51",",,N",,,,,,
"US1WVCB0006","2010-03-23","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","  160",",,N",,,,,,
"US1WVCB0006","2010-03-24","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0","T,,N",,,,,,
"US1WVCB0006","2010-03-25","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-03-26","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","  109",",,N",,,,,,
"US1WVCB0006","2010-03-27","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   10",",,N",,,,,,
"US1WVCB0006","2010-03-28","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-03-29","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","  135",",,N",,,,,,
"US1WVCB0006","2010-03-30","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    5",",,N",,,,,,
"US1WVCB0006","2010-03-31","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-01","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-02","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-03","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-05","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-06","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","  124",",,N",,,,,,
"US1WVCB0006","2010-04-07","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-08","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-09","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   61",",,N",,,,,,
"US1WVCB0006","2010-04-10","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-11","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-12","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-16","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-17","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   94",",,N",,,,,,
"US1WVCB0006","2010-04-18","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-19","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-21","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-22","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-23","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","    0",",,N","    0",",,N",,,,
"US1WVCB0006","2010-04-24","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   25",",,N",,,,,,
"US1WVCB0006","2010-04-25","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","  305",",,N",,,,,,
"US1WVCB0006","2010-04-26","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   15",",,N",,,,,,
"US1WVCB0006","2010-04-27","38.4347","-82.293862","177.1","HUNTINGTON 7.7 E, WV US","   43",",,N",,,,,,
